example_id,sentence,source_text,source_norm,source_type,relation,target_text,target_norm,target_type
92,"However , when both interventions were combined , a depression was induced , and the magnitude of this depression increased with the dose of NDP .",depression,depression,disease,associated_with,NDP,ndp,drug
94,"AIMS : Major depression disorder ( MDD ) is the single greatest cause of disability and morbidity , and affects about 10 % of the population worldwide .",Major depression disorder,major depression disorder,disease,risk_factor_of,disability,disability,disease
94,"AIMS : Major depression disorder ( MDD ) is the single greatest cause of disability and morbidity , and affects about 10 % of the population worldwide .",Major depression disorder,major depression disorder,disease,risk_factor_of,morbidity,morbidity,disease
94,"AIMS : Major depression disorder ( MDD ) is the single greatest cause of disability and morbidity , and affects about 10 % of the population worldwide .",MDD,mdd,disease,risk_factor_of,disability,disability,disease
94,"AIMS : Major depression disorder ( MDD ) is the single greatest cause of disability and morbidity , and affects about 10 % of the population worldwide .",MDD,mdd,disease,risk_factor_of,morbidity,morbidity,disease
94,"AIMS : Major depression disorder ( MDD ) is the single greatest cause of disability and morbidity , and affects about 10 % of the population worldwide .",MDD,mdd,disease,abbreviation_for,Major depression disorder,major depression disorder,disease
95,"Currently , there are no clinically useful diagnostic biomarkers that are able to confirm a diagnosis of MDD from bipolar disorder ( BD ) in the early depressive episode .",bipolar disorder,bipolar disorder,disease,occurs_in,early depressive episode,early depressive episode,disease
95,"Currently , there are no clinically useful diagnostic biomarkers that are able to confirm a diagnosis of MDD from bipolar disorder ( BD ) in the early depressive episode .",BD,bd,disease,abbreviation_for,bipolar disorder,bipolar disorder,disease
97,"DISCUSSIONS : In this study , we review popular machine-learning methods used for brain imaging classification and predictions , and provide an overview of studies , specifically for MDD , that have used magnetic resonance imaging data to either ( a ) classify MDDs from controls or other mood disorders or ( b ) investigate treatment outcome predictors for individual patients .",magnetic resonance imaging,magnetic resonance imaging,method,help_diagnose,MDDs,mdds,disease
97,"DISCUSSIONS : In this study , we review popular machine-learning methods used for brain imaging classification and predictions , and provide an overview of studies , specifically for MDD , that have used magnetic resonance imaging data to either ( a ) classify MDDs from controls or other mood disorders or ( b ) investigate treatment outcome predictors for individual patients .",magnetic resonance imaging data,magnetic resonance imaging data,method,help_diagnose,MDDs,mdds,disease
97,"DISCUSSIONS : In this study , we review popular machine-learning methods used for brain imaging classification and predictions , and provide an overview of studies , specifically for MDD , that have used magnetic resonance imaging data to either ( a ) classify MDDs from controls or other mood disorders or ( b ) investigate treatment outcome predictors for individual patients .",magnetic resonance imaging data,magnetic resonance imaging data,method,help_diagnose,mood disorders,mood disorders,disease
101,Objective : To investigate the difference of serum glutamate ( Glu ) and gamma - aminobutyric acid ( GABA ) levels between depressive patients and bipolar disorder patients with depressive episodes .,Glu,glu,drug,abbreviation_for,serum glutamate,serum glutamate,drug
101,Objective : To investigate the difference of serum glutamate ( Glu ) and gamma - aminobutyric acid ( GABA ) levels between depressive patients and bipolar disorder patients with depressive episodes .,GABA,gaba,drug,abbreviation_for,- aminobutyric acid,- aminobutyric acid,drug
101,Objective : To investigate the difference of serum glutamate ( Glu ) and gamma - aminobutyric acid ( GABA ) levels between depressive patients and bipolar disorder patients with depressive episodes .,GABA,gaba,drug,abbreviation_for,gamma - aminobutyric acid,gamma - aminobutyric acid,drug
101,Objective : To investigate the difference of serum glutamate ( Glu ) and gamma - aminobutyric acid ( GABA ) levels between depressive patients and bipolar disorder patients with depressive episodes .,bipolar disorder,bipolar disorder,disease,occurs_in,depressive episodes,depressive episodes,disease
103,The subjects ' depression and anxiety were assessed by 17 items of Hamilton depression scale ( HAMD-17 ) and Hamilton Anxiety Scale ( HAMA ) .,Hamilton depression scale,hamilton depression scale,method,help_diagnose,depression,depression,disease
103,The subjects ' depression and anxiety were assessed by 17 items of Hamilton depression scale ( HAMD-17 ) and Hamilton Anxiety Scale ( HAMA ) .,Hamilton depression scale,hamilton depression scale,method,help_diagnose,anxiety,anxiety,disease
103,The subjects ' depression and anxiety were assessed by 17 items of Hamilton depression scale ( HAMD-17 ) and Hamilton Anxiety Scale ( HAMA ) .,HAMD-17,hamd-17,method,help_diagnose,depression,depression,disease
103,The subjects ' depression and anxiety were assessed by 17 items of Hamilton depression scale ( HAMD-17 ) and Hamilton Anxiety Scale ( HAMA ) .,HAMD-17,hamd-17,method,help_diagnose,anxiety,anxiety,disease
103,The subjects ' depression and anxiety were assessed by 17 items of Hamilton depression scale ( HAMD-17 ) and Hamilton Anxiety Scale ( HAMA ) .,HAMD-17,hamd-17,method,abbreviation_for,Hamilton depression scale,hamilton depression scale,method
103,The subjects ' depression and anxiety were assessed by 17 items of Hamilton depression scale ( HAMD-17 ) and Hamilton Anxiety Scale ( HAMA ) .,Hamilton Anxiety Scale,hamilton anxiety scale,method,help_diagnose,depression,depression,disease
103,The subjects ' depression and anxiety were assessed by 17 items of Hamilton depression scale ( HAMD-17 ) and Hamilton Anxiety Scale ( HAMA ) .,Hamilton Anxiety Scale,hamilton anxiety scale,method,help_diagnose,anxiety,anxiety,disease
